Age,Gender,Education Level,Job Title,Years of Experience,Salary
28,Male,Bachelor's Degree,Software Engineer,4.0,75000
41,Female,PhD,Director of Data Science,16.0,200000
34,Male,Master's Degree,Data Analyst,8.0,100000
24,Female,Bachelor's Degree,Software Developer,2.0,55000
36,Male,PhD,Senior Data Scientist,12.0,170000
30,Female,Bachelor's Degree,Software Engineer,5.0,90000
29,Male,Bachelor's Degree,Front End Developer,4.0,80000
42,Male,Master's Degree,Product Manager,14.0,180000
26,Male,Bachelor's Degree,Software Developer,2.0,60000
35,Female,Master's Degree,Data Analyst,9.0,120000
27,Female,Bachelor's Degree,Software Engineer,3.0,70000
48,Male,PhD,Director of Data Science,18.0,210000
34,Male,Master's Degree,Data Scientist,9.0,140000
23,Female,Bachelor's Degree,Software Engineer,1.0,50000
32,Male,Master's Degree,Product Manager,7.0,110000
25,Female,Master's Degree,Software Engineer,2.0,60000
37,Male,Bachelor's Degree,Data Analyst,11.0,160000
28,Male,Bachelor's Degree,Software Engineer,4.0,75000
41,Female,PhD,Director of Data Science,16.0,200000
34,Male,Master's Degree,Data Analyst,8.0,100000
24,Female,Bachelor's Degree,Software Developer,2.0,55000
36,Male,PhD,Senior Data Scientist,12.0,170000
30,Female,Bachelor's Degree,Software Engineer,5.0,90000
29,Male,Bachelor's Degree,Front End Developer,4.0,80000
42,Male,Master's Degree,Product Manager,14.0,180000
26,Male,Bachelor's Degree,Software Developer,2.0,60000
35,Female,Master's Degree,Data Analyst,9.0,120000
27,Female,Bachelor's Degree,Software Engineer,3.0,70000
48,Male,PhD,Director of Data Science,18.0,210000
34,Male,Master's Degree,Data Scientist,9.0,140000
23,Female,Bachelor's Degree,Software Engineer,1.0,50000
32,Male,Master's Degree,Product Manager,7.0,110000
25,Female,Master's Degree,Software Engineer,2.0,60000
37,Male,Bachelor's Degree,Data Analyst,11.0,160000
28,Male,Bachelor's Degree,Software Engineer,4.0,75000
41,Female,PhD,Director of Data Science,16.0,200000
34,Male,Master's Degree,Data Analyst,8.0,100000
24,Female,Bachelor's Degree,Software Developer,2.0,55000
36,Male,PhD,Senior Data Scientist,12.0,170000
30,Female,Bachelor's Degree,Software Engineer,5.0,90000
29,Male,Bachelor's Degree,Front End Developer,4.0,80000
42,Male,Master's Degree,Product Manager,14.0,180000
26,Male,Bachelor's Degree,Software Developer,2.0,60000
35,Female,Master's Degree,Data Analyst,9.0,120000
27,Female,Bachelor's Degree,Software Engineer,3.0,70000
48,Male,PhD,Director of Data Science,18.0,210000
34,Male,Master's Degree,Data Scientist,9.0,140000
23,Female,Bachelor's Degree,Software Engineer,1.0,50000
32,Male,Master's Degree,Product Manager,7.0,110000
25,Female,Master's Degree,Software Engineer,2.0,60000
37,Male,Bachelor's Degree,Data Analyst,11.0,160000
28,Male,Bachelor's Degree,Software Engineer,4.0,75000
41,Female,PhD,Director of Data Science,16.0,200000
34,Male,Master's Degree,Data Analyst,8.0,100000
24,Female,Bachelor's Degree,Software Developer,2.0,55000
36,Male,PhD,Senior Data Scientist,12.0,170000
30,Female,Bachelor's Degree,Software Engineer,5.0,90000
29,Male,Bachelor's Degree,Front End Developer,4.0,80000
42,Male,Master's Degree,Product Manager,14.0,180000
26,Male,Bachelor's Degree,Software Developer,2.0,60000
35,Female,Master's Degree,Data Analyst,9.0,120000
27,Female,Bachelor's Degree,Software Engineer,3.0,70000
48,Male,PhD,Director of Data Science,18.0,210000
34,Male,Master's Degree,Data Scientist,9.0,140000
23,Female,Bachelor's Degree,Software Engineer,1.0,50000
32,Male,Master's Degree,Product Manager,7.0,110000
25,Female,Master's Degree,Software Engineer,2.0,60000
37,Male,Bachelor's Degree,Data Analyst,11.0,160000
28,Male,Bachelor's Degree,Software Engineer,4.0,75000
41,Female,PhD,Director of Data Science,16.0,200000
34,Male,Master's Degree,Data Analyst,8.0,100000
24,Female,Bachelor's Degree,Software Developer,2.0,55000
36,Male,PhD,Senior Data Scientist,12.0,170000
30,Female,Bachelor's Degree,Software Engineer,5.0,90000
29,Male,Bachelor's Degree,Front End Developer,4.0,80000
42,Male,Master's Degree,Product Manager,14.0,180000
26,Male,Bachelor's Degree,Software Developer,2.0,60000
35,Female,Master's Degree,Data Analyst,9.0,120000
27,Female,Bachelor's Degree,Software Engineer,3.0,70000
48,Male,PhD,Director of Data Science,18.0,210000
34,Male,Master's Degree,Data Scientist,9.0,140000
23,Female,Bachelor's Degree,Software Engineer,1.0,50000
32,Male,Master's Degree,Product Manager,7.0,110000
25,Female,Master's Degree,Software Engineer,2.0,60000
37,Male,Bachelor's Degree,Data Analyst,11.0,160000
28,Male,Bachelor's Degree,Software Engineer,4.0,75000
41,Female,PhD,Director of Data Science,16.0,200000
34,Male,Master's Degree,Data Analyst,8.0,100000
24,Female,Bachelor's Degree,Software Developer,2.0,55000
36,Male,PhD,Senior Data Scientist,12.0,170000
30,Female,Bachelor's Degree,Software Engineer,5.0,90000
29,Male,Bachelor's Degree,Front End Developer,4.0,80000
42,Male,Master's Degree,Product Manager,14.0,180000
26,Male,Bachelor's Degree,Software Developer,2.0,60000
35,Female,Master's Degree,Data Analyst,9.0,120000
27,Female,Bachelor's Degree,Software Engineer,3.0,70000
48,Male,PhD,Director of Data Science,18.0,210000
34,Male,Master's Degree,Data Scientist,9.0,140000
23,Female,Bachelor's Degree,Software Engineer,1.0,50000
32,Male,Master's Degree,Product Manager,7.0,110000
25,Female,Master's Degree,Software Engineer,2.0,60000
37,Male,Bachelor's Degree,Data Analyst,11.0,160000
28,Male,Bachelor's Degree,Software Engineer,4.0,75000
41,Female,PhD,Director of Data Science,16.0,200000
34,Male,Master's Degree,Data Analyst,8.0,100000
24,Female,Bachelor's Degree,Software Developer,2.0,55000
36,Male,PhD,Senior Data Scientist,12.0,170000
30,Female,Bachelor's Degree,Software Engineer,5.0,90000
29,Male,Bachelor's Degree,Front End Developer,4.0,80000
42,Male,Master's Degree,Product Manager,14.0,180000
26,Male,Bachelor's Degree,Software Developer,2.0,60000
35,Female,Master's Degree,Data Analyst,9.0,120000
28,Male,Master's Degree,Web Developer,5.0,80000
30,Female,Bachelor's Degree,Junior HR Coordinator,4.0,60000
25,Male,Bachelor's Degree,Junior Web Developer,2.0,50000
45,Female,Master's Degree,Senior Human Resources Manager,18.0,160000
33,Male,PhD,Director of HR,9.0,120000
22,Female,High School,Junior HR Generalist,0.0,40000
36,Male,Bachelor's Degree,Web Developer,10.0,100000
29,Female,Master's Degree,Senior HR Generalist,4.0,75000
42,Male,PhD,Director of HR,16.0,140000
27,Female,Bachelor's Degree,Junior HR Coordinator,2.0,50000
38,Male,Master's Degree,Senior Human Resources Manager,11.0,110000
24,Female,Bachelor's Degree,Web Developer,1.0,45000
31,Male,High School,Junior Web Developer,4.0,55000
39,Female,PhD,Director of HR,13.0,130000
26,Male,Bachelor's Degree,Junior HR Generalist,2.0,50000
32,Female,Master's Degree,Senior HR Generalist,7.0,80000
32,Male,Bachelor's Degree,Junior Web Developer,2.0,45000
24,Female,High School,Junior HR Generalist,1.0,32000
45,Male,PhD,Senior Human Resources Manager,12.0,120000
29,Female,Master's Degree,Web Developer,4.0,65000
38,Male,Bachelor's Degree,Senior HR Generalist,8.0,95000
27,Female,Master's Degree,Director of HR,5.0,80000
31,Female,High School,Junior HR Coordinator,3.0,38000
42,Male,Master's Degree,Web Developer,10.0,110000
26,Female,Bachelor's Degree,Junior Web Developer,2.0,45000
36,Male,Master's Degree,Senior HR Generalist,7.0,89000
28,Male,High School,Junior HR Generalist,1.0,32000
33,Female,Bachelor's Degree,Web Developer,5.0,70000
46,Male,PhD,Director of HR,15.0,150000
25,Female,Bachelor's Degree,Junior Web Developer,1.0,40000
37,Female,Master's Degree,Senior Human Resources Manager,9.0,105000
30,Male,Master's Degree,Web Developer,4.0,65000
43,Female,PhD,Director of HR,14.0,140000
34,Male,Bachelor's Degree,Junior Web Developer,3.0,50000
26,Female,High School,Junior HR Generalist,2.0,35000
41,Male,Master's Degree,Senior HR Generalist,11.0,115000
29,Female,Master's Degree,Web Developer,5.0,70000
35,Male,Bachelor's Degree,Web Developer,6.0,80000
27,Female,High School,Junior HR Coordinator,1.0,30000
40,Male,PhD,Director of HR,13.0,135000
23,Female,Bachelor's Degree,Junior Web Developer,1.0,40000
39,Male,Master's Degree,Senior HR Generalist,10.0,105000
31,Male,High School,Junior HR Generalist,2.0,35000
44,Female,PhD,Senior Human Resources Manager,12.0,120000
28,Male,Master's Degree,Web Developer,3.0,55000
32,Female,Bachelor's Degree,Junior Web Developer,2.0,45000
45,Male,Master's Degree,Director of HR,14.0,140000
26,Female,Bachelor's Degree,Web Developer,3.0,55000
38,Male,PhD,Senior Human Resources Manager,11.0,115000
27,Female,Master's Degree,Senior HR Generalist,4.0,70000
33,Male,High School,Junior HR Coordinator,3.0,38000
42,Female,Master's Degree,Director of HR,13.0,135000
29,Male,Bachelor's Degree,Junior Web Developer,2.0,45000
36,Female,Master's Degree,Web Developer,7.0,85000
30,Male,High School,Junior HR Generalist,1.0,32000
43,Female,PhD,Senior Human Resources Manager,15.0,150000
34,Male,Bachelor's Degree,Web Developer,4.0,65000
25,Female,Master's Degree,Junior HR Generalist,1.0,32000
37,Male,PhD,Director of HR,12.0,120000
24,Female,Bachelor's Degree,Junior Web Developer,1.0,40000
39,Male,Master's Degree,Senior HR Generalist,9.0,95000
31,Male,High School,Junior HR Generalist,2.0,35000
44,Female,PhD,Director of HR,14.0,140000
28,Male,Bachelor's Degree,Web Developer,3.0,55000
32,Female,Master's Degree,Senior Human Resources Manager,6.0,80000
45,Male,PhD,Director of HR,13.0,135000
26,Female,Bachelor's Degree,Junior Web Developer,2.0,45000
38,Male,Master's Degree,Senior HR Generalist,8.0,95000
27,Female,High School,Junior HR Generalist,1.0,32000
33,Male,Bachelor's Degree,Web Developer,5.0,70000
42,Female,Master's Degree,Director of HR,12.0,120000
29,Male,Master's Degree,Senior Human Resources Manager,4.0,70000
36,Female,Master's Degree,Web Developer,7.0,85000
30,Male,High School,Junior HR Coordinator,2.0,33000
43,Female,PhD,Senior Human Resources Manager,15.0,150000
34,Male,Bachelor's Degree,Junior Web Developer,3.0,50000
25,Female,Master's Degree,Junior HR Generalist,1.0,32000
37,Male,PhD,Director of HR,11.0,115000
24,Female,Bachelor's Degree,Web Developer,1.0,40000
39,Male,Master's Degree,Senior HR Generalist,10.0,105000
31,Male,High School,Junior HR Generalist,2.0,35000
44,Female,PhD,Director of HR,13.0,135000
28,Male,Bachelor's Degree,Web Developer,4.0,65000
32,Female,Master's Degree,Senior Human Resources Manager,6.0,80000
45,Male,PhD,Director of HR,14.0,140000
26,Female,Bachelor's Degree,Junior Web Developer,2.0,45000
38,Male,Master's Degree,Senior HR Generalist,8.0,95000
27,Female,High School,Junior HR Generalist,1.0,32000
33,Male,Bachelor's Degree,Web Developer,5.0,70000
42,Female,Master's Degree,Director of HR,12.0,120000
29,Male,Master's Degree,Senior Human Resources Manager,4.0,70000
36,Female,Master's Degree,Web Developer,7.0,85000
30,Male,High School,Junior HR Coordinator,2.0,33000
43,Female,PhD,Senior Human Resources Manager,15.0,150000
34,Male,Bachelor's Degree,Junior Web Developer,3.0,50000
25,Female,Master's Degree,Junior HR Generalist,1.0,32000
37,Male,PhD,Director of HR,11.0,115000
24,Female,Bachelor's Degree,Web Developer,1.0,40000
39,Male,Master's Degree,Senior HR Generalist,10.0,105000
31,Male,High School,Junior HR Generalist,2.0,35000
44,Female,PhD,Director of HR,13.0,135000
28,Male,Bachelor's Degree,Web Developer,4.0,65000
32,Female,Master's Degree,Senior Human Resources Manager,6.0,80000
45,Male,PhD,Director of HR,14.0,140000
26,Female,Bachelor's Degree,Junior Web Developer,2.0,45000
38,Male,Master's Degree,Senior HR Generalist,8.0,95000
27,Female,High School,Junior HR Generalist,1.0,32000
33,Male,Bachelor's Degree,Web Developer,5.0,70000
42,Female,Master's Degree,Director of HR,12.0,120000
29,Male,Master's Degree,Senior Human Resources Manager,4.0,70000
36,Female,Master's Degree,Web Developer,7.0,85000
30,Male,High School,Junior HR Coordinator,2.0,33000
43,Female,PhD,Senior Human Resources Manager,15.0,150000
34,Male,Bachelor's Degree,Junior Web Developer,3.0,50000
25,Female,Master's Degree,Junior HR Generalist,1.0,32000
37,Male,PhD,Director of HR,11.0,115000
24,Female,Bachelor's Degree,Web Developer,1.0,40000
39,Male,Master's Degree,Senior HR Generalist,10.0,105000
31,Male,High School,Junior HR Generalist,2.0,35000
44,Female,PhD,Director of HR,13.0,135000
28,Male,Bachelor's Degree,Web Developer,4.0,65000
32,Female,Master's Degree,Senior Human Resources Manager,6.0,80000
45,Male,PhD,Director of HR,14.0,140000
26,Female,Bachelor's Degree,Junior Web Developer,2.0,45000
38,Male,Master's Degree,Senior HR Generalist,8.0,95000
27,Female,High School,Junior HR Generalist,1.0,32000
33,Male,Bachelor's Degree,Web Developer,5.0,70000
42,Female,Master's Degree,Director of HR,12.0,120000
29,Male,Master's Degree,Senior Human Resources Manager,4.0,70000
36,Female,Master's Degree,Web Developer,7.0,85000
30,Male,High School,Junior HR Coordinator,2.0,33000
43,Female,PhD,Senior Human Resources Manager,15.0,150000
34,Male,Bachelor's Degree,Junior Web Developer,3.0,50000
25,Female,Master's Degree,Junior HR Generalist,1.0,32000
37,Male,PhD,Director of HR,11.0,115000
32,Male,Bachelor's Degree,Junior Web Developer,2.0,45000
24,Female,High School,Junior HR Generalist,1.0,32000
45,Male,PhD,Senior Human Resources Manager,12.0,120000
29,Female,Master's Degree,Web Developer,4.0,65000
38,Male,Bachelor's Degree,Senior HR Generalist,8.0,95000
27,Female,Master's Degree,Director of HR,5.0,80000
31,Female,High School,Junior HR Coordinator,3.0,38000
42,Male,Master's Degree,Web Developer,10.0,110000
26,Female,Bachelor's Degree,Junior Web Developer,2.0,45000
36,Male,Master's Degree,Senior HR Generalist,7.0,89000
28,Male,High School,Junior HR Generalist,1.0,32000
33,Female,Bachelor's Degree,Web Developer,5.0,70000
46,Male,PhD,Director of HR,15.0,150000
25,Female,Bachelor's Degree,Junior Web Developer,1.0,40000
37,Female,Master's Degree,Senior Human Resources Manager,9.0,105000
30,Male,Master's Degree,Web Developer,4.0,65000
43,Female,PhD,Director of HR,14.0,140000
34,Male,Bachelor's Degree,Junior Web Developer,3.0,50000
26,Female,High School,Junior HR Generalist,2.0,35000
41,Male,Master's Degree,Senior HR Generalist,11.0,115000
29,Female,Master's Degree,Web Developer,5.0,70000
35,Male,Bachelor's Degree,Web Developer,6.0,80000
27,Female,High School,Junior HR Coordinator,1.0,30000
40,Male,PhD,Director of HR,13.0,135000
23,Female,Bachelor's Degree,Junior Web Developer,1.0,40000
39,Male,Master's Degree,Senior HR Generalist,10.0,105000
31,Male,High School,Junior HR Generalist,2.0,35000
44,Female,PhD,Senior Human Resources Manager,12.0,120000
28,Male,Master's Degree,Web Developer,3.0,55000
32,Female,Bachelor's Degree,Junior Web Developer,2.0,45000
45,Male,Master's Degree,Director of HR,14.0,140000
26,Female,Bachelor's Degree,Web Developer,3.0,55000
38,Male,PhD,Senior Human Resources Manager,11.0,115000
27,Female,Master's Degree,Senior HR Generalist,4.0,70000
33,Male,High School,Junior HR Coordinator,3.0,38000
42,Female,Master's Degree,Director of HR,13.0,135000
29,Male,Bachelor's Degree,Junior Web Developer,2.0,45000
36,Female,Master's Degree,Web Developer,7.0,85000
30,Male,High School,Junior HR Generalist,1.0,32000
43,Female,PhD,Senior Human Resources Manager,15.0,150000
34,Male,Bachelor's Degree,Web Developer,4.0,65000
25,Female,Master's Degree,Junior HR Generalist,1.0,32000
37,Male,PhD,Director of HR,12.0,120000
24,Female,Bachelor's Degree,Junior Web Developer,1.0,40000
39,Male,Master's Degree,Senior HR Generalist,9.0,95000
31,Male,High School,Junior HR Generalist,2.0,35000
44,Female,PhD,Director of HR,14.0,140000
28,Male,Bachelor's Degree,Web Developer,3.0,55000
32,Female,Master's Degree,Senior Human Resources Manager,6.0,80000
45,Male,PhD,Director of HR,13.0,135000
26,Female,Bachelor's Degree,Junior Web Developer,2.0,45000
38,Male,Master's Degree,Senior HR Generalist,8.0,95000
27,Female,High School,Junior HR Generalist,1.0,32000
33,Male,Bachelor's Degree,Web Developer,5.0,70000
42,Female,Master's Degree,Director of HR,12.0,120000
29,Male,Master's Degree,Senior Human Resources Manager,4.0,70000
36,Female,Master's Degree,Web Developer,7.0,85000
30,Male,High School,Junior HR Coordinator,2.0,33000
43,Female,PhD,Senior Human Resources Manager,15.0,150000
34,Male,Bachelor's Degree,Junior Web Developer,3.0,50000
25,Female,Master's Degree,Junior HR Generalist,1.0,32000
37,Male,PhD,Director of HR,11.0,115000
24,Female,Bachelor's Degree,Web Developer,1.0,40000
39,Male,Master's Degree,Senior HR Generalist,10.0,105000
31,Male,High School,Junior HR Generalist,2.0,35000
44,Female,PhD,Director of HR,13.0,135000
28,Male,Bachelor's Degree,Web Developer,4.0,65000
32,Female,Master's Degree,Senior Human Resources Manager,6.0,80000
45,Male,PhD,Director of HR,14.0,140000
26,Female,Bachelor's Degree,Junior Web Developer,2.0,45000
38,Male,Master's Degree,Senior HR Generalist,8.0,95000
27,Female,High School,Junior HR Generalist,1.0,32000
33,Male,Bachelor's Degree,Web Developer,5.0,70000
42,Female,Master's Degree,Director of HR,12.0,120000
29,Male,Master's Degree,Senior Human Resources Manager,4.0,70000
36,Female,Master's Degree,Web Developer,7.0,85000
30,Male,High School,Junior HR Coordinator,2.0,33000
43,Female,PhD,Senior Human Resources Manager,15.0,150000
34,Male,Bachelor's Degree,Junior Web Developer,3.0,50000
25,Female,Master's Degree,Junior HR Generalist,1.0,32000
37,Male,PhD,Director of HR,11.0,115000
24,Female,Bachelor's Degree,Web Developer,1.0,40000
39,Male,Master's Degree,Senior HR Generalist,10.0,105000
31,Male,High School,Junior HR Generalist,2.0,35000
44,Female,PhD,Director of HR,13.0,135000
28,Male,Bachelor's Degree,Web Developer,4.0,65000
32,Female,Master's Degree,Senior Human Resources Manager,6.0,80000
45,Male,PhD,Director of HR,14.0,140000
26,Female,Bachelor's Degree,Junior Web Developer,2.0,45000
38,Male,Master's Degree,Senior HR Generalist,8.0,95000
27,Female,High School,Junior HR Generalist,1.0,32000
33,Male,Bachelor's Degree,Web Developer,5.0,70000
42,Female,Master's Degree,Director of HR,12.0,120000
29,Male,Master's Degree,Senior Human Resources Manager,4.0,70000
36,Female,Master's Degree,Web Developer,7.0,85000
30,Male,High School,Junior HR Coordinator,2.0,33000
43,Female,PhD,Senior Human Resources Manager,15.0,150000
34,Male,Bachelor's Degree,Junior Web Developer,3.0,50000
25,Female,Master's Degree,Junior HR Generalist,1.0,32000
37,Male,PhD,Director of HR,11.0,115000
24,Female,Bachelor's Degree,Web Developer,1.0,40000
39,Male,Master's Degree,Senior HR Generalist,10.0,105000
31,Male,High School,Junior HR Generalist,2.0,35000
44,Female,PhD,Director of HR,13.0,135000
28,Male,Bachelor's Degree,Web Developer,4.0,65000
32,Female,Master's Degree,Senior Human Resources Manager,6.0,80000
45,Male,PhD,Director of HR,14.0,140000
26,Female,Bachelor's Degree,Junior Web Developer,2.0,45000
38,Male,Master's Degree,Senior HR Generalist,8.0,95000
27,Female,High School,Junior HR Generalist,1.0,32000
33,Male,Bachelor's Degree,Web Developer,5.0,70000
42,Female,Master's Degree,Director of HR,12.0,120000
29,Male,Master's Degree,Senior Human Resources Manager,4.0,70000
36,Female,Master's Degree,Web Developer,7.0,85000
30,Male,High School,Junior HR Coordinator,2.0,33000
43,Female,PhD,Senior Human Resources Manager,15.0,150000
34,Male,Bachelor's Degree,Junior Web Developer,3.0,50000
25,Female,Master's Degree,Junior HR Generalist,1.0,32000
37,Male,PhD,Director of HR,11.0,115000
28,Male,Bachelor's Degree,Software Engineer,3.0,60000
37,Female,Master's Degree,Marketing Manager,9.0,100000
43,Male,PhD,Data Scientist,15.0,150000
31,Female,Bachelor's Degree,Human Resources Coordinator,4.0,55000
24,Male,High School,Junior Sales Associate,1.0,30000
29,Female,Master's Degree,Software Developer,5.0,70000
35,Male,Bachelor's Degree,Operations Manager,8.0,90000
26,Female,Master's Degree,Marketing Coordinator,2.0,40000
42,Male,PhD,Data Scientist,12.0,130000
34,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
27,Male,High School,Junior Sales Associate,2.0,35000
38,Female,Master's Degree,Marketing Manager,10.0,110000
30,Male,Bachelor's Degree,Software Engineer,4.0,65000
45,Male,PhD,Data Scientist,18.0,180000
25,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
40,Female,Master's Degree,Human Resources Manager,11.0,120000
33,Male,Bachelor's Degree,Operations Manager,6.0,75000
29,Female,High School,Junior Sales Associate,1.0,30000
44,Male,PhD,Data Scientist,16.0,160000
26,Male,Bachelor's Degree,Software Developer,3.0,60000
36,Female,Master's Degree,Marketing Coordinator,8.0,85000
31,Male,Bachelor's Degree,Operations Manager,5.0,70000
27,Female,Master's Degree,Human Resources Coordinator,3.0,50000
42,Male,PhD,Data Scientist,13.0,140000
34,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
28,Male,High School,Junior Sales Associate,2.0,35000
39,Female,Master's Degree,Marketing Manager,10.0,110000
31,Male,Bachelor's Degree,Software Engineer,4.0,65000
45,Male,PhD,Data Scientist,18.0,180000
25,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
40,Female,Master's Degree,Human Resources Manager,11.0,120000
33,Male,Bachelor's Degree,Operations Manager,6.0,75000
29,Female,High School,Junior Sales Associate,1.0,30000
44,Male,PhD,Data Scientist,16.0,160000
26,Male,Bachelor's Degree,Software Developer,3.0,60000
36,Female,Master's Degree,Marketing Coordinator,8.0,85000
31,Male,Bachelor's Degree,Operations Manager,5.0,70000
27,Female,Master's Degree,Human Resources Coordinator,3.0,50000
42,Male,PhD,Data Scientist,13.0,140000
34,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
28,Male,High School,Junior Sales Associate,2.0,35000
39,Female,Master's Degree,Marketing Manager,10.0,110000
31,Male,Bachelor's Degree,Software Engineer,4.0,65000
45,Male,PhD,Data Scientist,18.0,180000
25,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
40,Female,Master's Degree,Human Resources Manager,11.0,120000
33,Male,Bachelor's Degree,Operations Manager,6.0,75000
29,Female,High School,Junior Sales Associate,1.0,30000
44,Male,PhD,Data Scientist,16.0,160000
26,Male,Bachelor's Degree,Software Developer,3.0,60000
36,Female,Master's Degree,Marketing Coordinator,8.0,85000
31,Male,Bachelor's Degree,Operations Manager,5.0,70000
27,Female,Master's Degree,Human Resources Coordinator,3.0,50000
42,Male,PhD,Data Scientist,13.0,140000
34,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
28,Male,High School,Junior Sales Associate,2.0,35000
39,Female,Master's Degree,Marketing Manager,10.0,110000
31,Male,Bachelor's Degree,Software Engineer,4.0,65000
45,Male,PhD,Data Scientist,18.0,180000
25,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
40,Female,Master's Degree,Human Resources Manager,11.0,120000
33,Male,Bachelor's Degree,Operations Manager,6.0,75000
29,Female,High School,Junior Sales Associate,1.0,30000
44,Male,PhD,Data Scientist,16.0,160000
26,Male,Bachelor's Degree,Software Developer,3.0,60000
36,Female,Master's Degree,Marketing Coordinator,8.0,85000
31,Male,Bachelor's Degree,Operations Manager,5.0,70000
27,Female,Master's Degree,Human Resources Coordinator,3.0,50000
42,Male,PhD,Data Scientist,13.0,140000
34,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
28,Male,High School,Junior Sales Associate,2.0,35000
39,Female,Master's Degree,Marketing Manager,10.0,110000
31,Male,Bachelor's Degree,Software Engineer,4.0,65000
45,Male,PhD,Data Scientist,18.0,180000
25,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
40,Female,Master's Degree,Human Resources Manager,11.0,120000
33,Male,Bachelor's Degree,Operations Manager,6.0,75000
29,Female,High School,Junior Sales Associate,1.0,30000
44,Male,PhD,Data Scientist,16.0,160000
26,Male,Bachelor's Degree,Software Developer,3.0,60000
36,Female,Master's Degree,Marketing Coordinator,8.0,85000
31,Male,Bachelor's Degree,Operations Manager,5.0,70000
27,Female,Master's Degree,Human Resources Coordinator,3.0,50000
42,Male,PhD,Data Scientist,13.0,140000
34,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
28,Male,High School,Junior Sales Associate,2.0,35000
39,Female,Master's Degree,Marketing Manager,10.0,110000
31,Male,Bachelor's Degree,Software Engineer,4.0,65000
45,Male,PhD,Data Scientist,18.0,180000
25,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
40,Female,Master's Degree,Human Resources Manager,11.0,120000
33,Male,Bachelor's Degree,Operations Manager,6.0,75000
29,Female,High School,Junior Sales Associate,1.0,30000
44,Male,PhD,Data Scientist,16.0,160000
26,Male,Bachelor's Degree,Software Developer,3.0,60000
36,Female,Master's Degree,Marketing Coordinator,8.0,85000
31,Male,Bachelor's Degree,Operations Manager,5.0,70000
27,Female,Master's Degree,Human Resources Coordinator,3.0,50000
42,Male,PhD,Data Scientist,13.0,140000
34,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
28,Male,High School,Junior Sales Associate,2.0,35000
39,Female,Master's Degree,Marketing Manager,10.0,110000
31,Male,Bachelor's Degree,Software Engineer,4.0,65000
45,Male,PhD,Data Scientist,18.0,180000
25,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
40,Female,Master's Degree,Human Resources Manager,11.0,120000
33,Male,Bachelor's Degree,Operations Manager,6.0,75000
29,Female,High School,Junior Sales Associate,1.0,30000
44,Male,PhD,Data Scientist,16.0,160000
26,Male,Bachelor's Degree,Software Developer,3.0,60000
36,Female,Master's Degree,Marketing Coordinator,8.0,85000
31,Male,Bachelor's Degree,Operations Manager,5.0,70000
27,Female,Master's Degree,Human Resources Coordinator,3.0,50000
42,Male,PhD,Data Scientist,13.0,140000
34,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
28,Male,High School,Junior Sales Associate,2.0,35000
39,Female,Master's Degree,Marketing Manager,10.0,110000
31,Male,Bachelor's Degree,Software Engineer,4.0,65000
45,Male,PhD,Data Scientist,18.0,180000
25,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
40,Female,Master's Degree,Human Resources Manager,11.0,120000
33,Male,Bachelor's Degree,Operations Manager,6.0,75000
29,Female,High School,Junior Sales Associate,1.0,30000
44,Male,PhD,Data Scientist,16.0,160000
26,Male,Bachelor's Degree,Software Developer,3.0,60000
27,Male,Bachelor's Degree,Software Engineer,3.0,60000
38,Female,Master's Degree,Marketing Manager,9.0,100000
44,Male,PhD,Data Scientist,15.0,150000
30,Female,Bachelor's Degree,Human Resources Coordinator,4.0,55000
23,Male,High School,Junior Sales Associate,1.0,30000
28,Female,Master's Degree,Software Developer,5.0,70000
34,Male,Bachelor's Degree,Operations Manager,8.0,90000
25,Female,Master's Degree,Marketing Coordinator,2.0,40000
41,Male,PhD,Data Scientist,12.0,130000
33,Female,Bachelor's Degree,Human Resources Manager,6.0,75000
26,Male,High School,Junior Sales Associate,2.0,35000
37,Female,Master's Degree,Marketing Manager,10.0,110000
29,Male,Bachelor's Degree,Software Engineer,4.0,65000
46,Male,PhD,Data Scientist,18.0,180000
26,Female,Bachelor's Degree,Junior Software Developer,1.0,35000
39,Female,Master's Degree,Human Resources Manager,11.0,120000
32,Male,Bachelor's Degree,Operations Manager,6.0,75000
28,Female,High School,Junior Sales Associate,1.0,30000
43,Male,PhD,Data Scientist,16.0,160000
27,Male,Bachelor's Degree,Software Developer,3.0,60000
35,Female,Master's Degree,Marketing Coordinator,8.0,85000
30,Male,Bachelor's Degree,Operations Manager,5.0,70000
26,Female,Master's Degree,Human Resources Coordinator,3.0,50000
